Theta_pow,Alpha_pow,Beta_pow,Gamma_pow,TAR,TBR,TGR,ABR,AGR,BGR
3.5315613729515762,2.254878060044417,3.5783030113353322,32.94691318887652,1.5661872965680506,0.9869374845462533,0.10718944602506482,0.6301529112826456,0.06843973658830367,0.10860814155249703
3.5031427112693074,1.6289180643921701,2.8207999231424448,33.27086784319193,2.150594795310655,1.2418969110601488,0.10529159406901795,0.577466714681952,0.04895928991300683,0.0847828778148224
16.3951916721894,3.0587419826638875,3.7075384365154656,33.11486461244232,5.3601094061260675,4.422123183056854,0.49510067047138706,0.825006142225905,0.09236764270250467,0.11195994547785118
23.126201159756643,19.453356349977327,4.79462545635587,22.697911821231852,1.1888026283846693,4.823359273892812,1.0188691075151752,4.057325546501133,0.8570548913570306,0.21123641214743508
5.257692679884324,2.074146878764721,2.05058578928121,24.371677117753762,2.5348699909890646,2.563995472594833,0.21572962149799335,1.0114899311243981,0.08510480705711428,0.08413806646845173
3.502813285441361,1.2639495601063473,3.1771721322594915,28.987905169463936,2.7713236318913217,1.1024940228687845,0.1208370616974161,0.39782218510379275,0.04360265264831212,0.10960337125727689
5.131938544303868,2.2481458234633434,2.263169715890501,35.05175557645635,2.282742734364956,2.2675889078360956,0.1464103141170738,0.9933615705787906,0.06413789513508372,0.06456651539047684
8.890854853480493,4.148338465057099,3.0770769402809477,36.69191819832719,2.143232749297402,2.889383342058625,0.24231098536259774,1.348142586476353,0.11305864257721542,0.0838625259014459
3.117338425338387,4.830226963683462,3.1393969480256887,38.68489246404357,0.6453813555297512,0.9929736433294382,0.08058283807395504,1.5385843343961667,0.12486080885898831,0.08115304833647043
2.6566101424363318,1.2640192297747999,2.4655944756175647,38.39260448104327,2.101716556091982,1.0774724589577622,0.06919588234103939,0.5126630685924932,0.03292350823448099,0.06422055781172586
1.2170397929199372,0.8363189459420437,2.6124211977403355,40.01818323680372,1.455234033409399,0.4658666045018466,0.03041217003076382,0.3201317408790872,0.020898473601192923,0.06528085451259959
4.998961307301944,3.3713510929398716,2.5877322160989067,41.39850641197438,1.482776836197968,1.931792353243585,0.12075221404258225,1.3028206983573813,0.08143653926521174,0.06250786418107136
1.3416231289830425,2.182101540013204,3.2647164670842574,40.780057039438944,0.6148307511734418,0.4109462927361824,0.03289900079554917,0.6683892956750561,0.05350903599528722,0.0800566920229392
4.1253975868549775,3.2502870946786286,2.7667055791779505,40.54254112792371,1.2692409829301172,1.4910865897341792,0.10175478576535515,1.1747860412542923,0.08016979213076485,0.06824203669050186
