Theta_pow,Alpha_pow,Beta_pow,Gamma_pow,TAR,TBR,TGR,ABR,AGR,BGR
2.068442722420792,1.064617847523061,5.0850953251352005,27.916853708691953,1.9428969063718304,0.40676577137043096,0.07409297422999998,0.20936045038541246,0.03813530918033183,0.1821514479460108
3.6825204900095923,1.6288986331810058,4.260844012952322,30.953223847798842,2.260742574765476,0.8642701959553755,0.11897049910267958,0.3822948289656697,0.052624522769922744,0.13765428873914604
109.72530802801705,26.003762275636202,18.139323907058262,38.97650300920687,4.219593567459366,6.049029643564688,2.81516553709547,1.433557414205376,0.6671650935306767,0.46539126157042526
6.986048270756591,5.8885721257553065,4.230893059091478,32.35341868084811,1.186373898725154,1.6511994449362757,0.21592921414799493,1.3918035846124153,0.18200772486652542,0.1307711281094382
30.229036082879492,6.808794274282135,3.688151975458916,31.620980299155512,4.4397047208577325,8.196255545873512,0.9559803585117443,1.8461262766795064,0.21532521161160756,0.11663623140606472
3.6310541220728254,1.7051266348561172,3.077368330264096,32.155687938111086,2.129492348454942,1.1799218463267973,0.11292105238306165,0.5540859760228264,0.05302721677539333,0.0957021456417601
2.9011953319660244,2.011718894529357,3.245096966585358,33.890005197715844,1.4421474788826105,0.8940242346652578,0.0856062226913309,0.6199256648549953,0.05936024154593358,0.09575380551443748
2.975701814440657,2.283427767061493,3.439113956317206,30.863703887023924,1.3031731755938312,0.865252461022607,0.09641428084371093,0.6639581578467711,0.07398424296124478,0.11142907438802634
15.283348843530213,3.136345559918653,2.8717253856423697,34.02319537999958,4.872979890623601,5.32200917258372,0.44920380560476336,1.092146754560618,0.09218256912348519,0.08440492886010653
4.750107495018113,1.713460714222322,4.2982615050619595,29.24549074280763,2.7722301746346227,1.105122964115614,0.16242187682168782,0.398640406639852,0.058588885694924264,0.14697176883992055
29.77085829727013,6.155109596260884,6.811513574677688,33.104822140742314,4.83677143870117,4.370667102234887,0.8992906885499,0.9036331688661629,0.18592788597663998,0.20575593325102676
13.562271302418,7.661909985097052,6.828182236758504,34.709357625557224,1.7700901379417877,1.9862198799275639,0.39073818215615197,1.12210098082185,0.22074479360157986,0.19672453493437086
21.1630558164881,6.819170093825575,7.6769947806816745,30.889402988231915,3.103465014848392,2.7566849295954503,0.6851234976781744,0.8882603529945438,0.2207608252067386,0.24853166581453245
12.326454293660335,8.151642189713138,7.017284234177786,31.238598085432095,1.5121436891839473,1.7565847245611286,0.3945905081895686,1.1616519892425685,0.2609477598008664,0.22463505612469364
25.743925640184944,4.05692838800551,6.25765571895551,37.991774070117735,6.345669230025853,4.113988815684153,0.6776184126772252,0.6483144120115748,0.10678438918166944,0.1647108057498542
11.08124889304516,7.230679433905504,17.618786167886945,38.26811934194462,1.532532176863475,0.6289450809751302,0.2895686823287214,0.41039600373177654,0.188947864651926,0.4604037635206046
14.200122301403336,3.638954667074036,6.668037344997941,34.77523992609434,3.9022531470064146,2.129580499733647,0.408340023867038,0.5457309968132998,0.10464211533285407,0.19174669561357754
