Theta_pow,Alpha_pow,Beta_pow,Gamma_pow,TAR,TBR,TGR,ABR,AGR,BGR
3.5488405315485787,2.50223533169665,6.680758633049833,266.9822966629786,1.4182680927705846,0.5312032250338159,0.013292418920301701,0.3745435913996424,0.00937228933518132,0.025023227069932638
2.5607973721311157,2.4030202502994173,5.252040343086309,255.11568603622706,1.0656578411322333,0.4875814359465276,0.01003778878483966,0.45754032591594807,0.009419335547866635,0.02058689696697249
3.08940412977342,1.6532183401955076,4.754577366152283,252.28695778073626,1.8687211813825335,0.6497747101071087,0.012245595876020017,0.34771089265782645,0.006552928279520209,0.01884591026019073
2.2891883093543415,3.0644860448055025,6.579882816397988,256.2159697299667,0.7470056237438771,0.3479071547671585,0.008934604317470852,0.4657356567457972,0.011960558305695198,0.025681001942746636
1.593959880695305,1.645168357632095,5.059172961694906,253.60171968305934,0.9688734124387763,0.315063330066759,0.006285288138768808,0.3251852368140694,0.006487212940386037,0.019949284918168716
2.4281577500389444,3.614476236973157,6.263801034556565,255.93566428661742,0.6717868899512639,0.3876492463031821,0.009487375496522038,0.5770419936764543,0.014122596970015772,0.0244741234169766
16.472816450329958,8.556907290154225,6.612524982854626,240.2896009970986,1.9250899760575835,2.491153756400425,0.06855401308244238,1.2940453627534287,0.03561080985047516,0.027518981077064877
3.076538692703363,5.646054876394492,5.691151122944925,250.99495534581425,0.5449006005177205,0.5405828498033957,0.012257372617169093,0.9920760764252738,0.02249469463884446,0.02267436457080903
7.07230217229727,2.4039193365725766,5.898415274904957,243.62542730874057,2.9419881377470465,1.1990173364677563,0.0290294090006242,0.4075534231711604,0.009867276019289021,0.024211000223018756
1.861173777724129,1.7746952611959679,6.337668558568841,247.4448949716829,1.0487286569243912,0.2936685250300334,0.0075215687029514915,0.28002336266015243,0.0071720827435096625,0.025612444173859845
1.8059319367142808,1.3877375923483497,5.137562156148399,245.3826458053759,1.3013497268300245,0.35151534557163927,0.007359656306528895,0.2701159713829581,0.005655402352491657,0.020936941727424493
2.739321723271143,2.458391652063933,3.7864952785219557,247.7567305536586,1.1142739282291967,0.72344517073858,0.01105649770704359,0.6492525333409519,0.0099226028958737,0.015283117718175915
4.318700424165075,6.664170141887361,6.091179725125959,235.17272506872698,0.6480477437123139,0.7090088651218988,0.018363951104036304,1.094068873784471,0.028337342861251537,0.02590087657208492
9.832376396316294,7.5349305562721,7.514645870386157,230.633703923763,1.3049060403259845,1.3084284430572954,0.042632001433608464,1.0026993535338613,0.03267055260389351,0.03258260064569815
3.882240938428615,3.7367616559245986,8.480985429128678,253.17347093578687,1.0389319137530113,0.4577582370433892,0.015334311782664145,0.4406046546301527,0.014759688849359593,0.0334987129487976
3.215329711371972,3.4365385237818273,7.498155512464424,237.36480286578106,0.9356303411473414,0.4288160876400905,0.013545941405601293,0.45831785137947045,0.01447787743714064,0.03158916327078319
2.3507090039169682,2.457442432181751,4.164465052065558,251.6597604542913,0.9565672721903709,0.5644684189992244,0.009340821908411238,0.5900979841247244,0.00976493988449176,0.016547997361786988
2.434476537214998,2.6320057671778474,6.860016359335765,245.03492151936553,0.9249510649155419,0.354879115397725,0.009935222792407558,0.383673395121859,0.010741349644604985,0.02799607630128592
1.2614318538008367,4.6722016876214,5.729842780417735,243.08907612275283,0.2699866012083538,0.22015121568638776,0.005189175399900943,0.8154153380244705,0.019220121949297612,0.023570959550335092
3.566772574984436,4.913988088645427,7.940491654147969,244.21029863847204,0.7258407042593463,0.44918787530255994,0.01460533235031448,0.6188518674506066,0.020121952743361062,0.03251497458714074
1.7801831985441676,2.558569909429036,9.212750354766827,274.03204424439554,0.6957727408517163,0.1932303742088346,0.006496259236589539,0.2777205297987034,0.009336754453238961,0.033619244713404516
2.4576361677668666,5.021980569812202,8.765817525227023,286.70655612539935,0.489375881408233,0.28036588266799645,0.008571956640893656,0.5729049863700122,0.01751609951889518,0.030574178852725786
3.1065832835821507,8.931661301167319,11.345735118022725,401.7881981010726,0.34781696023069497,0.273810665529053,0.0077318928188146235,0.7872263196925297,0.022229775148648087,0.02823809950527374
16.448532614768745,7.451941722049002,8.684474636572276,885.9624578227156,2.207281434595817,1.894015850481073,0.018565721910149106,0.8580762837013997,0.00841112583975896,0.009802305458760275
8.306040940314935,4.849699066922298,11.696233945428999,1928.3602143257679,1.7126920301028266,0.7101466146341076,0.004307307773002909,0.4146376593995546,0.0025149342072575106,0.006065378168735177
7.543721140653313,8.219809320154484,11.48849574607314,1759.4111296067833,0.9177489217610628,0.6566326268808358,0.004287639775439686,0.7154817742752859,0.004671909357531208,0.006529739156896627
6.70503308190338,3.356032484404499,12.282680330132035,2939.5948122716286,1.9979047023715368,0.5458933149513387,0.002280937853717988,0.27323290960943075,0.0011416649908328898,0.004178358282187999
9.028158756030008,4.581767372458327,9.80825532582321,3242.961122012916,1.970453325565935,0.9204653076537108,0.002783924449401417,0.46713377866453315,0.001412834505279055,0.0030244751499626968
5.46525565755721,2.3761113890610943,9.343590534126617,3105.027243125719,2.3000839450194177,0.5849202870776347,0.0017601313063055559,0.25430388675344484,0.000765246551160417,0.0030091814990714097
4.600708177323229,5.611581305353795,8.45677438540371,2945.0062960500823,0.8198594882575914,0.5440263589465028,0.0015622065676035451,0.6635604841296602,0.001905456471478581,0.0028715641106595094
4.891935590841571,2.5726470574380067,9.265527472220281,2969.2475391217827,1.9015183511854319,0.5279716244443152,0.0016475337695450155,0.27765791695629477,0.0008664306439734968,0.003120496809424234
3.74492770649979,2.8277591971521594,7.98914062307791,3089.089921338586,1.3243446295820778,0.4687522579940535,0.0012123077676149394,0.35395035968996774,0.0009154020339837874,0.0025862441128343718
7.0889199053304095,3.500274520799983,9.290263175142494,2553.5439384922674,2.025246837985224,0.7630483412243787,0.002776110408155358,0.37676806940900204,0.0013707516318934812,0.0036381841859466505
6.908689921871522,5.242621727354341,7.119124166318583,2575.5260540098757,1.3177929442866656,0.9704409925250848,0.0026824383745275176,0.7364138628397301,0.002035553753840705,0.002764143719390728
4.715554035804833,4.2099048589637045,8.180975835264965,2446.175340108025,1.1201094071673623,0.5764048361416662,0.0019277252772880093,0.5145969067426484,0.0017210151659765287,0.00334439469694911
7.415783899736632,3.783083620767443,7.396069358037877,2588.869319962743,1.960248475351505,1.002665543107344,0.0028644875361431357,0.5114992082458063,0.0014612879806624951,0.002856872419556626
2.862954059003825,2.248421596874073,7.662567828966934,2588.4400598826273,1.2733172742087704,0.37362854370840953,0.0011060538365851307,0.29342925858017554,0.0008686396226521187,0.002960303368707094
1.6182630270569855,2.1661690822617947,7.417469964611523,2347.075067986773,0.7470621939480755,0.21816913782969924,0.0006894807282176393,0.29203611104547883,0.0009229227951877346,0.003160303675746482
1.9302827228014139,4.6192064976473075,7.349672218887937,2130.556382757122,0.4178818859439519,0.26263521219909325,0.0009059993616800994,0.6284914973182613,0.0021680752197084127,0.00344964924578848
3.574026341990147,3.0691274049117854,6.304097010283035,2765.1626182687514,1.1645089533495183,0.5669370785634029,0.0012925194049628152,0.48684647458716546,0.001109926549937719,0.002279828668532336
3.623157421488402,2.660993177764454,7.5698085630069425,2579.9504005086405,1.3615808758037773,0.47863263533433154,0.0014043515800823503,0.3515271430731443,0.0010314125330625876,0.0029340907334941576
18.063283583532744,4.586568795365927,7.407740945999943,2622.6964596880803,3.938299933881536,2.438433486701046,0.006887294759867494,0.6191589080666485,0.001748798942562881,0.0028244751384157328
2.7367759701039867,1.7197084449981104,6.06706804391686,2498.1585222053923,1.591418579157465,0.451087073738692,0.001095517336381016,0.28344967166181273,0.0006883904402831648,0.002428616114625428
1.7160551556631096,1.1428476690182643,6.24786894711036,2499.4681221842716,1.5015607085564127,0.27466247614825295,0.000686568130408264,0.18291799631085914,0.00045723634515471874,0.002499679388449404
2.3114541376034015,1.4178970341159387,7.5366603233349645,2806.9325176212756,1.630198866340529,0.30669474786420853,0.0008234804802369223,0.18813333403468563,0.0005051411194300924,0.002685016570944099
8.31012996110191,4.064649353660573,11.271878758570253,4638.261101643734,2.0444887708746413,0.7372444415961749,0.0017916477272391842,0.36060087592497675,0.0008763304317258291,0.002430194961334897
8.0728282621511,9.36227016785666,24.370878417695486,9532.022638010621,0.8622725169657481,0.33124896541642457,0.0008469166061313444,0.3841580925970562,0.0009821913484052123,0.002556737362384381
2.3104610413654867,1.380423074655224,12.351655550301206,10514.094039885109,1.6737340050205622,0.18705679023806196,0.00021974894200116302,0.11176016599827876,0.00013129263153045836,0.0011747712644993784
8.528726074389937,4.5883244405541275,6.493149552882465,7511.447855200336,1.8587887985880813,1.3134960168295877,0.0011354303775783143,0.7066408070821748,0.0006108442112631498,0.0008644338186262079
2.6179594049188353,1.41890189888537,6.377371716673663,6366.6459536267885,1.8450601884283857,0.4105075760401688,0.00041119915006856993,0.22249007301481982,0.00022286489765888212,0.001001684680304983
1.5674544922196514,1.8835065378916427,5.506527315396261,2965.0024448845265,0.8322001865596,0.28465390298474424,0.0005286520066531333,0.3420497947273147,0.0006352462006030476,0.0018571746289439285
3.632321759027184,1.7350571419750513,6.883166400378037,3037.25106039067,2.0934882610796537,0.5277108742900201,0.001195924105977585,0.25207252608040376,0.0005712590455896912,0.0022662487438534903
4.592861752059465,2.4647785067221264,5.732690455081225,5083.846367804118,1.8633973558003172,0.8011703733259377,0.000903422609531624,0.4299514383403427,0.000484825529412437,0.0011276285789016407
2.3002847816239758,3.62474248965437,5.0671303805194094,6949.029171515992,0.634606399817195,0.45396202759404497,0.00033102246728979387,0.7153442318338005,0.0005216185455821882,0.000729185366106899
3.1875682169207806,1.6321461835006805,7.187550869657571,2245.5300569013793,1.9529918638071868,0.4434846131492691,0.001419517056618394,0.22707960097935825,0.0007268422787236654,0.0032008259464474578
2.5840915080422358,2.828495555553261,9.277266609844672,2049.3189001079163,0.9135922108729567,0.2785401796365429,0.00126095138629042,0.30488458233503524,0.0013802124966516014,0.004526999975141075
2.6637055775934146,2.165824738163547,6.141123565032403,2270.6815305305495,1.2298804841669841,0.43374889780114034,0.0011730863803569294,0.3526756488821959,0.0009538214448141909,0.0027045287868253005
1.372192870867462,0.9527400618073081,6.037299429785285,2481.5685224063573,1.4402594431312876,0.22728587290166322,0.0005529538509526457,0.15780897947630734,0.00038392655822513564,0.002432856225920759
1.8923182441908306,5.2016725713552905,8.440352309008343,2205.270979705012,0.3637903420933296,0.2241989640848486,0.0008580887617012747,0.6162861905424935,0.0023587453057814655,0.003827353820317069
2.469252264019633,1.4418539115811413,7.022537565917738,2228.7473709659685,1.7125537089342453,0.35161823498155104,0.001107910342906844,0.2053180774110552,0.0006469346550283189,0.003150889893309926
4.370804597188501,2.97967846909653,7.649873083641298,2502.6477560166322,1.4668712220193931,0.571356485186029,0.0017464721460223958,0.38950691554195294,0.0011906104092887482,0.0030567118625664308
3.1609715901176725,4.402643883601444,6.355870795465082,3638.602369057299,0.7179712176793048,0.4973310018153654,0.0008687323509154499,0.6926893301139371,0.0012099821406816968,0.001746789055466861
3.302272881979847,1.8063838532757832,15.513639683486966,10131.950646462037,1.8281124889327076,0.21286254865741489,0.0003259266647862091,0.116438430318743,0.0001782858914642021,0.00153116021038892
2.5416849087772264,5.053223339839889,6.838998942969475,17280.218059739393,0.5029828958357023,0.37164575253957177,0.00014708639092344639,0.7388834801670247,0.0002924282160312101,0.00039577040748712725
10.335248048995593,3.057082329350457,9.455451865641404,17194.040947540743,3.380755549096232,1.0930464451467554,0.0006010947676889091,0.3233142501057068,0.00017779894433645106,0.0005499260990764253
