Theta_pow,Alpha_pow,Beta_pow,Gamma_pow,TAR,TBR,TGR,ABR,AGR,BGR
1.2333091556725368,2.2605113227377345,9.94331763533944,77.61119313055198,0.5455885769149168,0.12403396943583958,0.0158908671020938,0.22733974772199522,0.02912609936217917,0.12811705675769608
3.9424300187528107,4.807925450701622,9.443271310870722,82.8762631144901,0.8199856797233599,0.41748562431055436,0.047570074597916026,0.5091377015893769,0.05801329922488992,0.11394422185548155
14.060854046185202,5.924473004496838,17.726312613948256,93.07307901618945,2.3733510196624454,0.7932193430415515,0.15107326624210432,0.3342191426678927,0.06365399175701832,0.19045585255501088
195.48473832778978,20.870916203105278,12.624544853585792,66.86831337285315,9.366370715373991,15.484497904276175,2.923428578761666,1.6532014773726469,0.31211967448214933,0.18879711804890595
9.14448091688754,6.578399133017226,5.716716070198656,55.31456414518705,1.39007693695432,1.5996038292959631,0.16531777947098236,1.150730428490325,0.1189270716433841,0.10334920212321821
5.256664188364628,8.04164233433644,5.756976757207853,52.88372173794956,0.6536804261885123,0.9130945650915085,0.09940042068923499,1.396851624295363,0.15206271552113035,0.10886103640237227
28.735225524281276,20.42039409318915,18.96606712161397,54.125546403124204,1.407182711222277,1.5150861451678745,0.530899500030223,1.0766804716154257,0.3772782992544617,0.3504087881230003
4.352707460959153,2.923728467366039,8.160994789167464,54.538842303394496,1.4887522933620676,0.5333550104377889,0.07980931162318128,0.35825638208308425,0.053608187190729316,0.14963637738712185
2.1307313063158917,2.6429981661405346,5.276086268541807,54.33485753624778,0.8061796385683135,0.4038469421965647,0.03921481352729124,0.5009391491377189,0.04864277346043177,0.09710315822622766
14.197835849065768,2.9392892021835237,4.504698478014211,52.06140537161143,4.830363694228712,3.1517838360015045,0.2727132651860318,0.6524941051058404,0.05645812250366736,0.0865266399525699
7.261364097082648,1.678816279885017,3.7007264060301646,56.166174644832104,4.325288111680679,1.9621456169390386,0.12928357936070997,0.4536450673979743,0.029890165931738176,0.06588888115367977
7.081844488061147,2.897704435020647,4.881271230904424,56.19284480390653,2.443949908235098,1.4508197051670473,0.12602751316069366,0.5936372510248211,0.051567142491764334,0.08686641952259869
11.028953370414525,2.4455904974919167,7.1482563110549275,56.94215616510748,4.50973021923552,1.5428872287858535,0.19368696433685018,0.3421240636978503,0.04294868094563838,0.12553539929763274
16.62511170120822,2.447836532998516,6.908664050948782,55.71845390158037,6.791757324106535,2.406414840641304,0.2983771181191493,0.3543140200401479,0.04393224078547318,0.12399238613390219
5.831150556677624,2.5955698298600343,5.360350011148733,56.04658930249222,2.2465781847187167,1.0878301873104734,0.10404113130249534,0.4842164829650366,0.046310932782213335,0.0956409672356347
